threshold,fpr,tpr
inf,0.0,0.0
0.9999945761107585,0.0,0.0005555555555555556
0.997199868674634,0.0,0.008333333333333333
0.9969978362087074,0.0005555555555555556,0.008333333333333333
0.9889841380548223,0.0005555555555555556,0.03277777777777778
0.9886724726254659,0.0011111111111111111,0.03277777777777778
0.986980246972541,0.0011111111111111111,0.04
0.9869356666777988,0.0016666666666666668,0.04
0.9669763641711568,0.0016666666666666668,0.09333333333333334
0.9668910161012336,0.0022222222222222222,0.09333333333333334
0.965852579217529,0.0022222222222222222,0.09722222222222222
0.9657091222403228,0.002777777777777778,0.09722222222222222
0.9585139787966738,0.002777777777777778,0.12111111111111111
0.9584942777356144,0.0033333333333333335,0.12111111111111111
0.9553426129665634,0.0033333333333333335,0.13
0.95507744113266,0.0038888888888888888,0.13
0.9437371973133245,0.0038888888888888888,0.1638888888888889
0.943408127339664,0.0044444444444444444,0.1638888888888889
0.9426200015121706,0.0044444444444444444,0.16666666666666666
0.9424596960431957,0.005,0.16666666666666666
0.9400947880761858,0.005,0.175
0.9400894675528048,0.005555555555555556,0.175
0.9350676276558784,0.005555555555555556,0.19555555555555557
0.9348790159060195,0.006111111111111111,0.19555555555555557
0.9342072475871426,0.006111111111111111,0.19833333333333333
0.9340514835897313,0.006666666666666667,0.19833333333333333
0.9337931767847126,0.006666666666666667,0.19944444444444445
0.9336109995552415,0.007222222222222222,0.19944444444444445
0.9320984859407959,0.007222222222222222,0.20444444444444446
0.9316878944902446,0.0077777777777777776,0.20444444444444446
0.9295237541308172,0.0077777777777777776,0.21055555555555555
0.9291491406859869,0.008333333333333333,0.21055555555555555
0.926539304559406,0.008333333333333333,0.21888888888888888
0.9260686869476824,0.008888888888888889,0.21888888888888888
0.925234644811107,0.008888888888888889,0.22111111111111112
0.9248727209858358,0.009444444444444445,0.22111111111111112
0.9244442146205688,0.009444444444444445,0.2222222222222222
0.9242468503370297,0.011111111111111112,0.2222222222222222
0.9235985359798504,0.011111111111111112,0.22333333333333333
0.9235422308479131,0.011666666666666667,0.22333333333333333
0.9184124252705284,0.011666666666666667,0.23777777777777778
0.9182446449161842,0.012222222222222223,0.23777777777777778
0.9156086418287238,0.012222222222222223,0.245
0.9155410115985201,0.012777777777777779,0.245
0.9151310803059299,0.012777777777777779,0.24722222222222223
0.9146511069516058,0.013333333333333334,0.24722222222222223
0.9117590442087646,0.013333333333333334,0.255
0.9117241936018254,0.013888888888888888,0.255
0.9114321900826614,0.013888888888888888,0.25555555555555554
0.9111776052688052,0.014444444444444444,0.25555555555555554
0.9007128439210272,0.014444444444444444,0.2827777777777778
0.9006189106162957,0.015,0.2827777777777778
0.8964786148920635,0.015,0.29333333333333333
0.896327454495765,0.015555555555555555,0.29333333333333333
0.8925614729268823,0.015555555555555555,0.3
0.8923982539624055,0.01611111111111111,0.3
0.8904481251988267,0.01611111111111111,0.3061111111111111
0.8903562086645161,0.016666666666666666,0.3061111111111111
0.8862461086754155,0.016666666666666666,0.3161111111111111
0.885592718809981,0.017222222222222222,0.3161111111111111
0.8852130036553416,0.017222222222222222,0.31722222222222224
0.8848367080891678,0.018333333333333333,0.31722222222222224
0.881443102185719,0.018333333333333333,0.32722222222222225
0.8812877832185356,0.01888888888888889,0.32722222222222225
0.880943168554986,0.01888888888888889,0.3283333333333333
0.8807526378400251,0.019444444444444445,0.3283333333333333
0.8805875497920967,0.019444444444444445,0.32944444444444443
0.8802817037297754,0.02,0.32944444444444443
0.8768321566166959,0.02,0.33666666666666667
0.8760648323055853,0.020555555555555556,0.33666666666666667
0.8757858247145174,0.020555555555555556,0.3372222222222222
0.8753986160160868,0.021666666666666667,0.3372222222222222
0.8749040462139228,0.021666666666666667,0.3388888888888889
0.8748449405687689,0.022222222222222223,0.3388888888888889
0.8733026720254512,0.022222222222222223,0.34555555555555556
0.8732984176611532,0.02277777777777778,0.34555555555555556
0.8729250750312996,0.02277777777777778,0.3472222222222222
0.8729193625790759,0.023333333333333334,0.3472222222222222
0.868909785801505,0.023333333333333334,0.35555555555555557
0.8686483404057338,0.02388888888888889,0.35555555555555557
0.8640456153100369,0.02388888888888889,0.3661111111111111
0.8639696697842887,0.024444444444444446,0.3661111111111111
0.8616051522956744,0.024444444444444446,0.37166666666666665
0.861293852365669,0.025,0.37166666666666665
0.858346488952612,0.025,0.38055555555555554
0.8579631344431532,0.025555555555555557,0.38055555555555554
0.854419690168963,0.025555555555555557,0.39111111111111113
0.8541576413318078,0.026111111111111113,0.39111111111111113
0.8540209010578669,0.026111111111111113,0.39166666666666666
0.8537070003457726,0.02666666666666667,0.39166666666666666
0.8511801700314344,0.02666666666666667,0.3983333333333333
0.8506849632684659,0.027777777777777776,0.3983333333333333
0.8504253613926742,0.027777777777777776,0.4
0.8501507946262706,0.028333333333333332,0.4
0.8497987806222974,0.028333333333333332,0.40055555555555555
0.8494056051761566,0.028888888888888888,0.40055555555555555
0.8472589950057091,0.028888888888888888,0.40555555555555556
0.8466937703099089,0.029444444444444443,0.40555555555555556
